id,#Days_Resolution,#Actors_Subscription,#Developers_Mention,#Times_Reference,#Developers_Comment,#Comments,Type
20141160,131,1,1,0,4,14,GFI
42370947,14,3,7,7,3,14,GFI
29911279,46,3,3,6,3,14,GFI
29911279,46,3,3,6,3,14,GFI
34737912,9,3,3,3,3,14,GFI
34737912,9,3,3,3,3,14,GFI
44884096,2,2,8,0,3,14,GFI
22457456,659,3,6,0,3,14,GFI
6327334,0,2,3,0,3,14,GFI
5344494,0,1,1,0,3,14,GFI
5344494,3,1,1,0,3,14,GFI
33840699,10,1,1,0,3,14,GFI
41487938,260,1,1,0,3,14,GFI
2350131,424,0,0,0,3,14,GFI
37116050,21,2,4,3,2,14,GFI
40706659,6,2,4,1,2,14,GFI
33838489,34,1,6,0,2,14,GFI
8167997,385,2,3,0,2,14,GFI
58521778,0,1,1,0,2,14,GFI
58521778,0,1,1,0,2,14,GFI
1676525,1187,1,1,0,12,13,GFI
40849981,224,2,3,1,11,13,GFI
20043836,241,6,9,0,11,13,GFI
1687291,1814,4,6,0,11,13,GFI
15877572,1143,3,5,0,10,13,GFI
29505688,687,8,10,7,9,13,GFI
29505688,687,8,10,7,9,13,GFI
39237777,228,1,1,5,9,13,GFI
22767939,117,6,12,4,9,13,GFI
16530943,1295,2,2,3,9,13,GFI
39662421,442,3,3,2,9,13,GFI
8113146,1081,4,6,0,9,13,GFI
32915272,118,5,5,0,9,13,GFI
20764199,382,1,1,0,9,13,GFI
53638945,147,8,8,6,8,13,GFI
2552272,655,0,0,6,8,13,GFI
3021988,176,2,2,1,8,13,GFI
3021988,1180,2,2,1,8,13,GFI
32468033,361,7,9,0,8,13,GFI
44110499,628,5,5,0,8,13,GFI
43325161,39,3,4,0,8,13,GFI
21878610,240,4,4,0,8,13,GFI
23070010,336,2,3,0,8,13,GFI
25268052,102,3,3,0,8,13,GFI
63448003,48,0,0,0,8,13,GFI
59639397,27,4,6,32,7,13,GFI
30172511,508,4,8,26,7,13,GFI
20396091,254,3,5,6,7,13,GFI
20396091,962,3,5,6,7,13,GFI
56327791,49,5,9,5,7,13,GFI
45615,64,4,6,2,7,13,GFI
45615,350,4,6,2,7,13,GFI
9563901,349,1,2,2,7,13,GFI
34358419,199,3,7,1,7,13,GFI
6538715,820,6,5,1,7,13,GFI
6538715,1092,6,5,1,7,13,GFI
6538715,1103,6,5,1,7,13,GFI
2296560,6,5,3,1,7,13,GFI
2296560,646,5,3,1,7,13,GFI
43683955,121,4,10,0,7,13,GFI
14179086,4,5,9,0,7,13,GFI
14179086,98,5,9,0,7,13,GFI
63239120,46,5,8,0,7,13,GFI
19534049,90,5,8,0,7,13,GFI
1485790,693,3,5,0,7,13,GFI
48708937,0,0,0,0,7,13,GFI
18900897,3,4,7,10,6,13,GFI
47683867,243,10,9,7,6,13,GFI
48617559,3,5,16,6,6,13,GFI
713383,919,5,2,6,6,13,GFI
55446593,149,9,10,5,6,13,GFI
68921578,10,5,9,5,6,13,GFI
10554159,583,3,4,4,6,13,GFI
14882587,428,3,3,4,6,13,GFI
44640653,307,1,1,3,6,13,GFI
16274446,92,0,0,3,6,13,GFI
42440033,54,2,6,2,6,13,GFI
8504476,117,4,5,2,6,13,GFI
6257363,160,3,4,1,6,13,GFI
23670418,491,9,13,0,6,13,GFI
41424341,89,5,10,0,6,13,GFI
22875978,117,4,7,0,6,13,GFI
36032492,71,2,3,0,6,13,GFI
19733269,458,2,2,0,6,13,GFI
2447454,24,1,1,0,6,13,GFI
6868800,255,1,1,0,6,13,GFI
6868800,837,1,1,0,6,13,GFI
27330853,11,0,0,0,6,13,GFI
17624977,871,0,0,0,6,13,GFI
61910118,76,10,13,9,5,13,GFI
50157604,85,3,5,3,5,13,GFI
50003074,129,3,5,3,5,13,GFI
15986696,62,2,4,3,5,13,GFI
25030153,315,1,3,2,5,13,GFI
15773709,18,0,0,2,5,13,GFI
52605018,14,4,7,1,5,13,GFI
19438856,46,2,4,1,5,13,GFI
67061833,29,5,13,0,5,13,GFI
67699077,19,5,11,0,5,13,GFI
51796311,162,4,9,0,5,13,GFI
48574080,17,5,8,0,5,13,GFI
2121198,61,5,8,0,5,13,GFI
18378011,1,3,7,0,5,13,GFI
37584882,90,5,7,0,5,13,GFI
15184556,15,4,6,0,5,13,GFI
39663559,105,4,5,0,5,13,GFI
19293459,91,1,1,0,5,13,GFI
21953202,135,1,1,0,5,13,GFI
1397388,538,1,1,0,5,13,GFI
22761113,201,2,2,11,4,13,GFI
37041830,22,3,5,10,4,13,GFI
63531964,33,2,3,3,4,13,GFI
4972625,472,4,9,2,4,13,GFI
53255907,155,3,6,2,4,13,GFI
67627791,27,9,6,2,4,13,GFI
34508240,92,3,7,1,4,13,GFI
713545,24,2,4,1,4,13,GFI
47140,145,2,3,1,4,13,GFI
6662768,0,3,3,1,4,13,GFI
44175586,268,1,1,1,4,13,GFI
43723919,0,0,0,1,4,13,GFI
66775805,3,5,14,0,4,13,GFI
38152909,0,3,8,0,4,13,GFI
38152909,352,3,8,0,4,13,GFI
57561415,4,4,8,0,4,13,GFI
10764713,29,4,6,0,4,13,GFI
3466922,75,3,4,0,4,13,GFI
44013691,8,2,3,0,4,13,GFI
26866735,19,3,3,0,4,13,GFI
2090896,987,2,2,0,4,13,GFI
7041394,29,0,0,0,4,13,GFI
2138051,92,0,0,0,4,13,GFI
26688519,0,2,5,6,3,13,GFI
26688519,19,2,5,6,3,13,GFI
6145647,0,2,4,3,3,13,GFI
6145647,5,2,4,3,3,13,GFI
1895043,12,1,1,1,3,13,GFI
54403173,21,7,11,0,3,13,GFI
45944361,56,3,10,0,3,13,GFI
45641875,143,3,10,0,3,13,GFI
20702014,50,3,6,0,3,13,GFI
20702014,193,3,6,0,3,13,GFI
27899094,74,2,5,0,3,13,GFI
22881265,7,1,2,0,3,13,GFI
15353237,935,2,2,0,3,13,GFI
61404208,1,1,1,0,3,13,GFI
5766491,6,1,1,0,3,13,GFI
51436611,7,0,0,0,3,13,GFI
7379345,8,0,0,0,3,13,GFI
22640305,771,0,0,0,3,13,GFI
20681380,125,0,0,1,2,13,GFI
37898958,7,1,2,0,2,13,GFI
38560891,15,1,1,0,2,13,GFI
19925506,559,1,1,0,2,13,GFI
30437098,682,4,5,3,11,12,GFI
19023470,0,1,1,1,11,12,GFI
19023470,436,1,1,1,11,12,GFI
19023470,674,1,1,1,11,12,GFI
44223232,369,3,4,0,11,12,GFI
16737790,357,1,1,0,11,12,GFI
25928646,503,11,11,19,10,12,GFI
37598323,761,2,4,1,10,12,GFI
39066713,192,6,8,4,9,12,GFI
38991161,357,3,4,4,9,12,GFI
29504203,139,1,2,3,9,12,GFI
16622119,733,1,2,3,9,12,GFI
26635799,22,4,4,1,9,12,GFI
1700414,60,2,2,0,9,12,GFI
3134632,0,5,5,7,8,12,GFI
3134632,477,5,5,7,8,12,GFI
43408260,26,3,4,6,8,12,GFI
40010416,33,4,5,0,8,12,GFI
2872094,1536,1,1,0,8,12,GFI
1556859,608,0,0,0,8,12,GFI
23913607,231,3,4,19,7,12,GFI
28589719,130,1,2,5,7,12,GFI
22533901,12,11,7,4,7,12,GFI
14549716,22,4,4,4,7,12,GFI
23716942,352,4,6,1,7,12,GFI
46314467,133,2,2,1,7,12,GFI
33650559,385,3,9,0,7,12,GFI
51290863,1,5,5,0,7,12,GFI
51290863,111,5,5,0,7,12,GFI
41369575,211,1,1,0,7,12,GFI
54203540,850,0,0,0,7,12,GFI
54203540,853,0,0,0,7,12,GFI
22231016,645,4,4,9,6,12,GFI
62620502,29,16,9,8,6,12,GFI
34275044,251,3,6,6,6,12,GFI
2872206,647,5,1,1,6,12,GFI
28804695,354,4,8,0,6,12,GFI
48925029,133,4,6,0,6,12,GFI
28149138,239,4,6,0,6,12,GFI
50465703,17,5,6,0,6,12,GFI
62069376,4,3,5,0,6,12,GFI
20763709,48,3,5,0,6,12,GFI
37787080,11,4,4,0,6,12,GFI
62729811,78,1,3,0,6,12,GFI
23183529,0,1,2,0,6,12,GFI
23183529,90,1,2,0,6,12,GFI
13286119,2285,2,2,0,6,12,GFI
14536318,2,1,1,0,6,12,GFI
56277606,30,1,1,0,6,12,GFI
162916,20,7,1,0,6,12,GFI
162916,258,7,1,0,6,12,GFI
20519565,899,0,0,0,6,12,GFI
54091504,68,16,7,18,5,12,GFI
8470326,273,2,2,9,5,12,GFI
35783624,564,6,8,8,5,12,GFI
46948309,107,2,2,5,5,12,GFI
63423981,33,5,6,4,5,12,GFI
26602794,478,2,2,3,5,12,GFI
26602794,506,2,2,3,5,12,GFI
34381519,85,4,8,2,5,12,GFI
3214327,1675,1,2,2,5,12,GFI
16503982,956,1,1,2,5,12,GFI
22630517,7,0,0,2,5,12,GFI
52527653,88,4,9,1,5,12,GFI
36419631,88,3,3,1,5,12,GFI
62015182,6,0,0,1,5,12,GFI
19350821,26,7,12,0,5,12,GFI
64268743,48,6,10,0,5,12,GFI
55602090,135,4,6,0,5,12,GFI
29782670,612,4,6,0,5,12,GFI
52206216,119,3,5,0,5,12,GFI
31607002,267,3,5,0,5,12,GFI
34168052,554,3,4,0,5,12,GFI
3021498,559,3,4,0,5,12,GFI
17606802,647,3,4,0,5,12,GFI
7780311,1391,3,4,0,5,12,GFI
14627246,43,4,4,0,5,12,GFI
4867469,10,2,2,0,5,12,GFI
62322977,33,2,2,0,5,12,GFI
43147977,89,2,2,0,5,12,GFI
14304391,52,3,4,8,4,12,GFI
38188552,6,13,6,6,4,12,GFI
56312875,32,3,3,5,4,12,GFI
64675530,16,4,10,2,4,12,GFI
44222281,72,3,7,2,4,12,GFI
65118847,0,1,1,2,4,12,GFI
65118847,2,1,1,2,4,12,GFI
24677505,10,3,6,1,4,12,GFI
24677505,15,3,6,1,4,12,GFI
3062585,512,2,5,1,4,12,GFI
38718098,3,2,3,1,4,12,GFI
9392899,1241,1,1,1,4,12,GFI
29807332,129,0,0,1,4,12,GFI
17273026,421,0,0,1,4,12,GFI
17273026,422,0,0,1,4,12,GFI
5474984,1237,0,0,1,4,12,GFI
67477483,2,4,11,0,4,12,GFI
21679214,148,6,9,0,4,12,GFI
21679214,250,6,9,0,4,12,GFI
18313608,25,3,7,0,4,12,GFI
59237491,4,4,7,0,4,12,GFI
14489720,248,5,6,0,4,12,GFI
6654991,45,3,4,0,4,12,GFI
24808229,565,3,4,0,4,12,GFI
9233490,816,2,3,0,4,12,GFI
16487300,68,2,2,0,4,12,GFI
17607610,548,2,2,0,4,12,GFI
17025409,39,1,1,0,4,12,GFI
22068718,9,0,0,0,4,12,GFI
22068718,9,0,0,0,4,12,GFI
39460218,120,0,0,0,4,12,GFI
51963890,165,0,0,0,4,12,GFI
36839557,36,11,12,13,3,12,GFI
27611858,4,1,4,8,3,12,GFI
61422905,3,2,4,3,3,12,GFI
32019275,0,2,2,3,3,12,GFI
27165856,282,1,1,3,3,12,GFI
57179042,6,4,11,1,3,12,GFI
38517907,429,2,2,1,3,12,GFI
9195473,1,3,8,0,3,12,GFI
34746480,51,2,2,0,3,12,GFI
34746480,57,2,2,0,3,12,GFI
34398835,81,2,10,6,2,12,GFI
37798551,2,1,3,0,2,12,GFI
43227819,327,1,2,0,2,12,GFI
48059480,166,2,2,0,2,12,GFI
16368783,3,1,1,0,2,12,GFI
16368783,72,1,1,0,2,12,GFI
44560829,93,0,0,0,2,12,GFI
15387239,0,1,1,0,1,12,GFI
26502151,275,1,1,0,11,11,GFI
6120308,45,2,2,1,10,11,GFI
34476743,547,3,3,0,10,11,GFI
37457928,98,12,3,11,9,11,GFI
37382675,11,3,5,6,9,11,GFI
38208488,47,2,3,2,9,11,GFI
27453705,0,2,2,0,9,11,GFI
16729469,833,2,2,0,9,11,GFI
27453705,858,2,2,0,9,11,GFI
21284240,162,6,11,3,8,11,GFI
67400947,29,6,7,2,8,11,GFI
52233734,66,5,5,2,8,11,GFI
55332188,60,2,2,2,8,11,GFI
43754300,258,5,7,0,8,11,GFI
21596461,368,3,4,0,8,11,GFI
30415321,224,2,3,0,8,11,GFI
46685614,293,2,2,0,8,11,GFI
29335121,873,12,1,0,8,11,GFI
39320507,0,3,6,16,7,11,GFI
39320507,249,3,6,16,7,11,GFI
1408512,46,1,1,4,7,11,GFI
1408512,257,1,1,4,7,11,GFI
57776688,66,9,8,3,7,11,GFI
36591220,452,0,0,3,7,11,GFI
1128862,1014,1,2,2,7,11,GFI
20198531,161,4,7,1,7,11,GFI
33847594,491,6,3,1,7,11,GFI
36925176,72,4,9,0,7,11,GFI
32230287,111,4,6,0,7,11,GFI
42488938,155,3,5,0,7,11,GFI
39661599,103,3,3,0,7,11,GFI
53784701,477,2,2,0,7,11,GFI
22069426,913,5,7,11,6,11,GFI
21975830,653,5,8,7,6,11,GFI
52573071,247,6,7,6,6,11,GFI
1740852,19,2,6,6,6,11,GFI
46906442,87,1,1,5,6,11,GFI
24827351,509,1,2,3,6,11,GFI
48883107,76,4,13,1,6,11,GFI
15245049,960,4,6,1,6,11,GFI
21396341,395,3,5,1,6,11,GFI
42304854,19,38,6,0,6,11,GFI
22537595,754,2,5,0,6,11,GFI
45471212,293,3,5,0,6,11,GFI
49167618,34,4,5,0,6,11,GFI
41384208,354,5,5,0,6,11,GFI
9345004,403,2,4,0,6,11,GFI
24845418,5,3,4,0,6,11,GFI
15384880,632,3,4,0,6,11,GFI
15384880,632,3,4,0,6,11,GFI
25537120,17,2,3,0,6,11,GFI
33630502,0,1,1,0,6,11,GFI
1904910,11,1,1,0,6,11,GFI
28245831,19,1,1,0,6,11,GFI
24924664,1662,1,1,0,6,11,GFI
24925363,15,2,2,14,5,11,GFI
24925363,15,2,2,14,5,11,GFI
56496020,88,3,5,8,5,11,GFI
37110136,295,21,2,7,5,11,GFI
48618820,279,2,4,5,5,11,GFI
60295481,19,2,3,4,5,11,GFI
185292,316,3,2,4,5,11,GFI
20824680,24,5,10,3,5,11,GFI
20824680,235,5,10,3,5,11,GFI
44054016,78,6,6,3,5,11,GFI
33481672,274,1,3,3,5,11,GFI
36019491,8,6,15,2,5,11,GFI
34938533,411,3,6,2,5,11,GFI
29148352,29,4,6,2,5,11,GFI
52734586,0,2,3,1,5,11,GFI
52734586,35,2,3,1,5,11,GFI
31785465,74,2,2,1,5,11,GFI
9673398,0,5,11,0,5,11,GFI
9673398,3,5,11,0,5,11,GFI
9673398,49,5,11,0,5,11,GFI
67936572,19,5,8,0,5,11,GFI
8671898,9,3,6,0,5,11,GFI
55697661,44,3,5,0,5,11,GFI
18995093,470,3,5,0,5,11,GFI
24710923,93,3,4,0,5,11,GFI
9232480,1306,3,4,0,5,11,GFI
13129134,11,2,3,0,5,11,GFI
38676626,32,2,3,0,5,11,GFI
16785230,33,2,3,0,5,11,GFI
9166973,721,1,2,0,5,11,GFI
1458003,187,2,2,0,5,11,GFI
63025744,98,1,1,0,5,11,GFI
27322470,230,1,1,0,5,11,GFI
21685519,682,1,1,0,5,11,GFI
8391175,0,0,0,0,5,11,GFI
2090669,11,0,0,0,5,11,GFI
45138922,258,0,0,0,5,11,GFI
14500047,1928,0,0,0,5,11,GFI
36790983,32,4,5,5,4,11,GFI
18548497,4,1,1,4,4,11,GFI
21407218,30,2,2,3,4,11,GFI
42132409,110,0,0,3,4,11,GFI
16599300,12,4,8,2,4,11,GFI
45855908,184,4,6,2,4,11,GFI
19355801,63,3,4,2,4,11,GFI
27872292,9,2,2,2,4,11,GFI
41007811,6,4,12,1,4,11,GFI
10743566,238,4,8,1,4,11,GFI
2484915,659,2,3,1,4,11,GFI
1128398,766,3,3,1,4,11,GFI
36476219,289,2,2,1,4,11,GFI
64778100,34,1,1,1,4,11,GFI
20418033,19,0,0,1,4,11,GFI
15244983,26,0,0,1,4,11,GFI
25181644,42,0,0,1,4,11,GFI
7566864,417,0,0,1,4,11,GFI
58995881,80,4,9,0,4,11,GFI
55161320,175,4,9,0,4,11,GFI
31724861,127,5,9,0,4,11,GFI
62547234,44,4,6,0,4,11,GFI
62547234,54,4,6,0,4,11,GFI
49692028,31,1,5,0,4,11,GFI
22258885,426,3,5,0,4,11,GFI
24332547,704,3,5,0,4,11,GFI
54056038,38,4,5,0,4,11,GFI
26030509,41,2,4,0,4,11,GFI
62182664,5,3,4,0,4,11,GFI
54705537,14,3,4,0,4,11,GFI
26218477,37,3,4,0,4,11,GFI
62294265,2,1,3,0,4,11,GFI
2237828,110,2,3,0,4,11,GFI
38227517,473,1,2,0,4,11,GFI
61774346,73,2,2,0,4,11,GFI
6860439,205,2,2,0,4,11,GFI
12823525,18,1,1,0,4,11,GFI
17475737,512,1,1,0,4,11,GFI
421398,770,2,1,0,4,11,GFI
2819331,148,2,0,0,4,11,GFI
2819331,668,2,0,0,4,11,GFI
41183249,4,0,0,0,4,11,GFI
33417935,164,1,2,9,3,11,GFI
33417935,164,1,2,9,3,11,GFI
251675,19,4,3,4,3,11,GFI
43593174,5,1,2,4,3,11,GFI
49307708,0,2,3,3,3,11,GFI
49307708,18,2,3,3,3,11,GFI
5452541,3,3,3,3,3,11,GFI
29586918,38,3,6,2,3,11,GFI
33933404,37,3,4,2,3,11,GFI
10257394,417,0,0,2,3,11,GFI
5033504,50,1,2,1,3,11,GFI
54036932,98,4,8,0,3,11,GFI
59281122,42,3,6,0,3,11,GFI
2093317,17,1,4,0,3,11,GFI
9276577,1335,3,4,0,3,11,GFI
28799098,1,9,4,0,3,11,GFI
37856976,7,2,3,0,3,11,GFI
59403909,52,13,3,0,3,11,GFI
14270743,13,1,2,0,3,11,GFI
716659,72,1,2,0,3,11,GFI
33591761,18,2,2,0,3,11,GFI
33591761,149,2,2,0,3,11,GFI
19068603,27,1,1,0,3,11,GFI
12342777,489,1,1,0,3,11,GFI
5452746,522,1,1,0,3,11,GFI
10135139,531,1,1,0,3,11,GFI
66330331,13,0,0,0,3,11,GFI
56378545,21,0,0,0,3,11,GFI
6732602,28,0,0,0,3,11,GFI
13253943,96,0,0,0,3,11,GFI
36089579,510,0,0,0,3,11,GFI
62694922,257,4,17,0,2,11,GFI
52571250,42,2,8,0,2,11,GFI
2932456,29,1,1,0,2,11,GFI
11605782,0,0,0,0,2,11,GFI
54574534,69,0,0,0,2,11,GFI
51468616,2,0,0,11,9,10,GFI
10470879,990,2,3,7,9,10,GFI
24598992,146,0,0,2,9,10,GFI
145521,594,2,3,0,9,10,GFI
51399713,111,4,7,6,8,10,GFI
37479277,284,6,7,4,8,10,GFI
56408594,27,1,1,4,8,10,GFI
23036243,397,3,3,1,8,10,GFI
14248717,0,3,6,0,8,10,GFI
14248717,361,3,6,0,8,10,GFI
12741927,171,0,0,0,8,10,GFI
55133344,54,15,7,194,7,10,GFI
58134456,48,5,7,6,7,10,GFI
22567591,6,3,3,5,7,10,GFI
22567591,183,3,3,5,7,10,GFI
15437679,13,5,5,3,7,10,GFI
2352621,16,6,7,2,7,10,GFI
33090983,506,6,11,1,7,10,GFI
58837284,53,6,7,1,7,10,GFI
18282383,161,1,1,1,7,10,GFI
33263792,160,5,8,0,7,10,GFI
29908323,195,4,6,0,7,10,GFI
50709200,247,5,6,0,7,10,GFI
16564150,793,3,5,0,7,10,GFI
31258317,649,4,5,0,7,10,GFI
22775650,608,3,4,0,7,10,GFI
15967688,538,3,3,0,7,10,GFI
21200837,12,1,2,0,7,10,GFI
28785396,61,2,2,0,7,10,GFI
51840691,65,2,2,0,7,10,GFI
47929282,273,4,6,14,6,10,GFI
158359,80,7,1,10,6,10,GFI
158359,184,7,1,10,6,10,GFI
27925408,3,0,0,5,6,10,GFI
34142590,0,4,7,3,6,10,GFI
34142590,182,4,7,3,6,10,GFI
22207725,518,5,7,3,6,10,GFI
62180094,8,2,5,2,6,10,GFI
3219481,154,2,2,2,6,10,GFI
3219481,417,2,2,2,6,10,GFI
44224913,328,4,8,1,6,10,GFI
60187973,40,4,6,1,6,10,GFI
20761078,544,2,3,1,6,10,GFI
31491794,185,4,8,0,6,10,GFI
53083770,19,4,7,0,6,10,GFI
13705892,503,3,6,0,6,10,GFI
21169930,1,5,6,0,6,10,GFI
21169930,202,5,6,0,6,10,GFI
59023257,5,4,5,0,6,10,GFI
34697562,0,5,5,0,6,10,GFI
34697562,70,5,5,0,6,10,GFI
37562180,274,2,4,0,6,10,GFI
46968712,125,3,4,0,6,10,GFI
6689499,1373,1,3,0,6,10,GFI
20899671,27,2,3,0,6,10,GFI
44333828,142,2,3,0,6,10,GFI
46209392,252,3,3,0,6,10,GFI
50467612,17,1,2,0,6,10,GFI
36430923,13,2,2,0,6,10,GFI
36430923,239,2,2,0,6,10,GFI
39026274,458,2,2,0,6,10,GFI
32066290,4,1,1,0,6,10,GFI
32066290,8,1,1,0,6,10,GFI
13340786,466,1,1,0,6,10,GFI
9250330,740,0,0,0,6,10,GFI
59986692,17,4,6,79,5,10,GFI
38936276,255,2,3,78,5,10,GFI
47366596,0,3,5,7,5,10,GFI
47366596,27,3,5,7,5,10,GFI
18974460,0,3,4,7,5,10,GFI
18974460,154,3,4,7,5,10,GFI
24643190,80,4,6,5,5,10,GFI
38585430,90,3,8,4,5,10,GFI
38043287,161,2,7,4,5,10,GFI
27702263,371,5,7,4,5,10,GFI
159760,151,11,5,4,5,10,GFI
1623501,406,4,0,4,5,10,GFI
1623501,514,4,0,4,5,10,GFI
3196654,0,2,3,3,5,10,GFI
2277435,751,3,3,3,5,10,GFI
40791677,237,1,2,3,5,10,GFI
38856565,2,0,0,3,5,10,GFI
38856565,259,0,0,3,5,10,GFI
8620778,224,0,0,2,5,10,GFI
61193014,15,4,8,1,5,10,GFI
40626208,30,4,8,1,5,10,GFI
56443480,45,5,8,1,5,10,GFI
50789506,14,5,7,1,5,10,GFI
57525776,16,6,7,1,5,10,GFI
6708353,10,3,5,1,5,10,GFI
12014686,13,3,5,1,5,10,GFI
1176654,326,5,5,1,5,10,GFI
41773197,0,2,3,1,5,10,GFI
16721254,728,3,3,1,5,10,GFI
28634834,19,1,1,1,5,10,GFI
63779529,56,5,10,0,5,10,GFI
37906050,252,6,9,0,5,10,GFI
16577797,1033,4,8,0,5,10,GFI
15480393,291,6,8,0,5,10,GFI
30979655,32,3,6,0,5,10,GFI
39292246,249,4,6,0,5,10,GFI
22283286,907,3,5,0,5,10,GFI
49404183,0,3,4,0,5,10,GFI
49404183,4,3,4,0,5,10,GFI
33204285,58,3,4,0,5,10,GFI
33204285,537,3,4,0,5,10,GFI
24778949,53,1,3,0,5,10,GFI
19763804,80,2,3,0,5,10,GFI
24409902,6,3,3,0,5,10,GFI
8898606,36,3,3,0,5,10,GFI
25166791,529,8,3,0,5,10,GFI
63406097,17,2,2,0,5,10,GFI
62111732,83,2,2,0,5,10,GFI
1672225,13,0,0,0,5,10,GFI
26696057,32,0,0,0,5,10,GFI
1672225,150,0,0,0,5,10,GFI
22364118,122,2,3,13,4,10,GFI
12109343,150,3,3,10,4,10,GFI
60028,587,2,2,8,4,10,GFI
26054855,4,3,6,4,4,10,GFI
38862087,497,2,4,4,4,10,GFI
67097796,5,5,8,3,4,10,GFI
50454998,745,0,0,3,4,10,GFI
33428316,9,2,5,2,4,10,GFI
1193506,1799,4,5,2,4,10,GFI
5935102,2,3,4,2,4,10,GFI
713910,56,1,3,2,4,10,GFI
63233205,32,2,3,2,4,10,GFI
43268503,736,3,3,2,4,10,GFI
43268503,737,3,3,2,4,10,GFI
30398608,603,0,0,2,4,10,GFI
63058017,1,4,8,1,4,10,GFI
58471397,0,3,7,1,4,10,GFI
34999844,7,2,5,1,4,10,GFI
32623733,10,5,5,1,4,10,GFI
21475613,661,3,4,1,4,10,GFI
66852418,43,4,4,1,4,10,GFI
56431236,19,1,3,1,4,10,GFI
58288532,2,2,2,1,4,10,GFI
58879982,19,1,1,1,4,10,GFI
58879982,140,1,1,1,4,10,GFI
40599687,0,5,12,0,4,10,GFI
40599687,52,5,12,0,4,10,GFI
18683931,285,5,10,0,4,10,GFI
57534212,126,3,8,0,4,10,GFI
55688063,63,4,8,0,4,10,GFI
66153007,41,2,7,0,4,10,GFI
63739858,3,3,7,0,4,10,GFI
65455332,33,3,7,0,4,10,GFI
37932293,354,3,6,0,4,10,GFI
66106637,17,4,6,0,4,10,GFI
57608652,10,5,6,0,4,10,GFI
20060547,2,3,5,0,4,10,GFI
18986040,458,3,5,0,4,10,GFI
54562092,54,4,4,0,4,10,GFI
39064822,111,6,4,0,4,10,GFI
56477318,83,2,3,0,4,10,GFI
68973753,0,3,3,0,4,10,GFI
68973753,4,3,3,0,4,10,GFI
33111290,642,3,3,0,4,10,GFI
18061001,67,1,2,0,4,10,GFI
15357337,967,1,2,0,4,10,GFI
57400232,4,2,2,0,4,10,GFI
45725721,55,2,2,0,4,10,GFI
15385136,339,2,2,0,4,10,GFI
27242088,349,2,2,0,4,10,GFI
28508209,363,2,2,0,4,10,GFI
16471423,0,1,1,0,4,10,GFI
36891699,0,1,1,0,4,10,GFI
12400372,5,1,1,0,4,10,GFI
2372212,21,1,1,0,4,10,GFI
43618005,113,1,1,0,4,10,GFI
18597951,132,1,1,0,4,10,GFI
22644795,414,1,1,0,4,10,GFI
16570295,620,1,1,0,4,10,GFI
37259537,0,0,0,0,4,10,GFI
63080529,0,0,0,0,4,10,GFI
44447341,1,0,0,0,4,10,GFI
37259537,4,0,0,0,4,10,GFI
9063171,6,0,0,0,4,10,GFI
61771000,73,0,0,0,4,10,GFI
67978802,24,4,7,22,3,10,GFI
58760990,148,5,6,10,3,10,GFI
9699718,1065,0,0,4,3,10,GFI
62820093,0,3,6,3,3,10,GFI
62820093,2,3,6,3,3,10,GFI
3116439,10,2,2,3,3,10,GFI
51181692,8,2,3,2,3,10,GFI
62413218,25,2,3,2,3,10,GFI
1311872,3,4,3,2,3,10,GFI
1311872,167,4,3,2,3,10,GFI
716637,83,3,4,1,3,10,GFI
36894113,6,1,2,1,3,10,GFI
64367382,35,1,1,1,3,10,GFI
69254013,2,3,8,0,3,10,GFI
63221683,6,3,6,0,3,10,GFI
44969341,384,3,6,0,3,10,GFI
5647552,434,3,6,0,3,10,GFI
8391286,19,4,6,0,3,10,GFI
8391286,367,4,6,0,3,10,GFI
33551169,27,3,5,0,3,10,GFI
17357278,90,3,5,0,3,10,GFI
37225088,118,3,5,0,3,10,GFI
37130237,342,3,5,0,3,10,GFI
14887779,25,2,4,0,3,10,GFI
43344970,49,2,4,0,3,10,GFI
48795408,175,2,4,0,3,10,GFI
37518830,217,2,4,0,3,10,GFI
37518830,450,2,4,0,3,10,GFI
28983639,107,1,3,0,3,10,GFI
56352414,190,1,3,0,3,10,GFI
8635455,0,1,2,0,3,10,GFI
4880669,34,1,2,0,3,10,GFI
8635455,214,1,2,0,3,10,GFI
54045416,88,2,2,0,3,10,GFI
16037540,10,1,1,0,3,10,GFI
14594726,0,0,0,0,3,10,GFI
25417947,59,0,0,0,3,10,GFI
9643792,85,0,0,0,3,10,GFI
16390909,160,0,0,0,3,10,GFI
21259782,475,0,0,0,3,10,GFI
65695209,7,2,7,6,2,10,GFI
13797923,64,2,4,3,2,10,GFI
65498290,14,1,3,2,2,10,GFI
2638513,1100,2,0,1,2,10,GFI
38073136,19,0,0,1,2,10,GFI
38081822,0,1,2,0,2,10,GFI
37189475,13,1,2,0,2,10,GFI
38081822,340,1,2,0,2,10,GFI
60034162,35,2,2,0,2,10,GFI
38083746,87,2,2,0,2,10,GFI
25030150,345,2,2,0,2,10,GFI
38790491,0,0,0,0,2,10,GFI
23046948,2,0,0,0,2,10,GFI
38790491,44,0,0,0,2,10,GFI
23046948,740,0,0,0,2,10,GFI
15387103,0,0,0,0,1,10,GFI
13707857,211,1,2,4,9,9,GFI
13170181,965,0,0,1,9,9,GFI
51465104,29,2,2,0,9,9,GFI
37243374,52,3,3,11,8,9,GFI
